GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1400000US36079011000,36079011000,"Census Tract 110, Putnam County, New York",4193,270,3695,275,3674,273,0,11,0,11,0,11,0,11,0,11,21,22,0,11,21,22,498,169,359,155,0,11,23,34,0,11,0,11,95,83,21,32,0,11,21,32
1400000US36079011100,36079011100,"Census Tract 111, Putnam County, New York",5801,401,5251,410,5076,409,26,38,0,16,84,112,0,16,0,16,65,72,0,16,65,72,550,145,370,173,2,4,0,16,0,16,0,16,156,102,22,34,22,34,0,16
1400000US36079011200,36079011200,"Census Tract 112, Putnam County, New York",7085,489,6101,550,5876,586,0,16,0,16,208,198,0,16,0,16,17,48,0,16,17,48,984,338,583,224,0,16,0,16,0,16,0,16,373,308,28,47,0,16,28,47
1400000US36079011300,36079011300,"Census Tract 113, Putnam County, New York",3945,278,3611,316,3528,324,0,11,0,11,50,60,0,11,12,19,21,34,0,11,21,34,334,213,150,86,0,11,0,11,5,10,0,11,172,209,7,13,7,13,0,11
1400000US36079011400,36079011400,"Census Tract 114, Putnam County, New York",4950,341,4466,363,4136,374,83,100,0,11,108,106,0,11,0,11,139,125,10,14,129,124,484,206,304,160,0,11,0,11,9,16,0,11,144,116,27,46,0,11,27,46
1400000US36079011500,36079011500,"Census Tract 115, Putnam County, New York",6392,562,5476,547,4850,520,129,59,0,16,392,382,0,16,0,16,105,79,0,16,105,79,916,242,562,209,24,32,0,16,0,16,0,16,122,108,208,146,46,48,162,124
1400000US36079011600,36079011600,"Census Tract 116, Putnam County, New York",6155,617,5667,558,5406,582,110,96,0,16,151,126,0,16,0,16,0,16,0,16,0,16,488,275,312,232,0,16,0,16,0,16,0,16,104,76,72,74,20,31,52,73
1400000US36079011700,36079011700,"Census Tract 117, Putnam County, New York",4929,285,4470,280,4374,292,35,40,0,11,57,56,0,11,0,11,4,6,0,11,4,6,459,139,273,122,0,11,11,16,0,11,0,11,131,144,44,69,44,69,0,11
1400000US36079011800,36079011800,"Census Tract 118, Putnam County, New York",7818,369,5405,392,4782,418,169,118,0,16,264,134,0,16,0,16,190,120,0,16,190,120,2413,401,1557,362,4,7,62,72,0,16,0,16,681,292,109,111,51,79,58,77
1400000US36079011900,36079011900,"Census Tract 119, Putnam County, New York",5541,364,4718,365,4464,385,155,130,0,16,71,64,4,8,0,16,24,29,0,16,24,29,823,304,490,188,0,16,0,16,0,16,0,16,324,280,9,14,0,16,9,14
1400000US36081000100,36081000100,"Census Tract 1, Queens County, New York",7575,711,7017,691,4431,601,384,301,0,16,1792,372,0,16,57,64,353,173,15,24,338,171,558,236,510,230,0,16,0,16,0,16,0,16,28,37,20,32,0,16,20,32
1400000US36081000200,36081000200,"Census Tract 2, Queens County, New York",3323,322,1120,225,502,185,22,33,0,11,555,181,0,11,0,11,41,43,30,37,11,23,2203,356,1559,360,38,32,0,11,31,34,0,11,454,180,121,98,55,66,66,69
1400000US36081000400,36081000400,"Census Tract 4, Queens County, New York",5231,672,1921,477,453,322,199,147,0,16,1181,395,0,16,78,73,10,16,0,16,10,16,3310,634,1650,523,82,110,10,17,0,16,0,16,1234,558,334,239,289,236,45,55
1400000US36081000600,36081000600,"Census Tract 6, Queens County, New York",4142,481,1532,362,419,207,124,94,0,11,959,356,0,11,0,11,30,33,0,11,30,33,2610,507,1171,455,0,11,56,65,0,11,0,11,1309,431,74,68,40,42,34,52
1400000US36081000700,36081000700,"Census Tract 7, Queens County, New York",6132,548,5021,545,3355,488,57,57,0,16,1354,360,0,16,60,60,195,107,0,16,195,107,1111,293,543,196,72,78,0,16,15,23,0,16,282,192,199,111,48,62,151,125
1400000US36081000800,36081000800,"Census Tract 8, Queens County, New York",3679,409,1588,237,521,170,88,89,38,66,894,220,0,11,0,11,47,49,0,11,47,49,2091,416,1212,398,61,61,0,11,0,11,0,11,741,270,77,62,77,62,0,11
1400000US36081001000,36081001000,"Census Tract 10, Queens County, New York",4305,416,1439,299,470,199,138,107,0,11,790,218,0,11,6,9,35,40,27,38,8,11,2866,488,1504,480,87,79,0,11,0,11,0,11,1165,278,110,83,92,86,18,26
1400000US36081001200,36081001200,"Census Tract 12, Queens County, New York",4392,496,1808,364,875,211,80,72,0,11,787,335,0,11,0,11,66,76,44,67,22,33,2584,484,1753,526,52,50,0,11,0,11,0,11,614,307,165,108,142,100,23,36
1400000US36081001400,36081001400,"Census Tract 14, Queens County, New York",3903,673,1583,429,643,219,144,159,0,11,787,356,0,11,9,15,0,11,0,11,0,11,2320,595,1275,445,0,11,0,11,4,9,0,11,510,272,531,535,488,532,43,65
1400000US36081001600,36081001600,"Census Tract 16, Queens County, New York",2848,443,973,256,330,118,137,112,0,11,478,208,0,11,15,24,13,21,0,11,13,21,1875,418,1155,342,89,109,0,11,6,9,0,11,496,248,129,121,54,72,75,91
1400000US36081001800,36081001800,"Census Tract 18, Queens County, New York",3129,370,1463,242,437,153,106,75,37,55,714,215,0,11,95,80,74,52,0,11,74,52,1666,389,1020,390,88,84,0,11,0,11,0,11,481,239,77,58,48,49,29,32
1400000US36081001900,36081001900,"Census Tract 19, Queens County, New York",2347,259,2160,265,1138,206,50,38,0,11,913,198,0,11,0,11,59,35,0,11,59,35,187,67,128,58,0,11,9,14,0,11,0,11,16,18,34,31,0,11,34,31
1400000US36081002000,36081002000,"Census Tract 20, Queens County, New York",2009,300,1003,240,249,89,5,8,0,11,742,236,0,11,0,11,7,11,0,11,7,11,1006,288,515,233,20,37,50,67,0,11,0,11,416,218,5,9,5,9,0,11
1400000US36081002200,36081002200,"Census Tract 22, Queens County, New York",2351,277,959,150,433,102,125,71,0,11,376,148,0,11,5,7,20,23,0,11,20,23,1392,324,756,289,47,53,21,29,0,11,0,11,546,210,22,24,22,24,0,11
1400000US36081002400,36081002400,"Census Tract 24, Queens County, New York",2355,232,1211,242,186,70,128,73,1,2,751,242,0,11,45,30,100,89,9,14,91,87,1144,236,457,140,27,26,17,18,0,11,0,11,623,208,20,20,5,7,15,18
1400000US36081002500,36081002500,"Census Tract 25, Queens County, New York",7411,814,4914,912,342,223,3479,927,55,84,714,238,0,16,176,237,148,94,25,30,123,86,2497,567,1093,370,267,188,69,110,16,26,0,16,904,398,148,134,58,68,90,94
1400000US36081002600,36081002600,"Census Tract 26, Queens County, New York",2476,303,1054,198,304,115,118,64,0,11,544,185,0,11,12,17,76,89,0,11,76,89,1422,338,846,279,3,6,0,11,0,11,0,11,573,308,0,11,0,11,0,11
1400000US36081002800,36081002800,"Census Tract 28, Queens County, New York",3216,414,1425,266,495,146,101,108,0,11,651,191,0,11,94,111,84,71,19,15,65,65,1791,447,948,411,68,57,43,60,0,11,0,11,570,219,162,190,137,151,25,40
1400000US36081003000,36081003000,"Census Tract 30, Queens County, New York",1528,276,718,176,306,128,76,93,0,11,197,92,0,11,3,5,136,81,86,63,50,49,810,279,254,147,0,11,23,35,44,61,0,11,410,233,79,82,75,82,4,8
1400000US36081003100,36081003100,"Census Tract 31, Queens County, New York",1015,169,410,93,269,71,28,43,0,11,113,59,0,11,0,11,0,11,0,11,0,11,605,155,275,112,1,2,0,11,0,11,0,11,324,121,5,7,0,11,5,7
1400000US36081003200,36081003200,"Census Tract 32, Queens County, New York",1688,189,746,190,177,93,72,82,0,11,452,157,0,11,40,46,5,7,0,11,5,7,942,162,415,157,87,101,0,11,0,11,0,11,383,153,57,52,57,52,0,11
1400000US36081003300,36081003300,"Census Tract 33, Queens County, New York",2966,340,2212,293,979,167,34,27,0,11,1032,246,40,58,0,11,127,87,30,46,97,76,754,206,444,201,1,3,0,11,5,8,0,11,246,155,58,42,11,16,47,39
1400000US36081003400,36081003400,"Census Tract 34, Queens County, New York",2561,257,1003,165,300,114,78,87,0,11,524,165,0,11,16,18,85,75,66,74,19,17,1558,293,548,207,24,29,0,11,24,26,0,11,867,263,95,85,80,81,15,19
1400000US36081003600,36081003600,"Census Tract 36, Queens County, New York",3748,496,2148,474,533,179,40,45,0,11,1352,439,0,11,37,59,186,155,39,56,147,144,1600,418,658,272,0,11,0,11,0,11,0,11,897,330,45,42,36,40,9,13
1400000US36081003700,36081003700,"Census Tract 37, Queens County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081003800,36081003800,"Census Tract 38, Queens County, New York",2681,273,1040,242,361,133,151,98,1,2,473,205,0,11,0,11,54,48,11,19,43,40,1641,322,681,236,11,15,0,11,0,11,0,11,727,234,222,132,201,124,21,27
1400000US36081003900,36081003900,"Census Tract 39, Queens County, New York",1690,246,885,180,587,166,51,45,0,11,208,107,0,11,6,9,33,37,30,37,3,8,805,209,294,168,35,33,4,7,14,20,0,11,376,153,82,75,74,72,8,14
1400000US36081004001,36081004001,"Census Tract 40.01, Queens County, New York",2422,248,1276,232,606,165,50,40,0,11,550,222,26,38,33,50,11,11,0,11,11,11,1146,255,374,171,9,12,0,11,0,11,0,11,736,232,27,35,27,35,0,11
1400000US36081004002,36081004002,"Census Tract 40.02, Queens County, New York",1764,185,1037,275,110,61,79,122,0,11,707,274,0,11,85,79,56,56,25,39,31,39,727,275,318,193,7,10,0,11,0,11,0,11,358,240,44,46,38,45,6,9
1400000US36081004200,36081004200,"Census Tract 42, Queens County, New York",4665,514,2685,521,401,178,108,73,0,11,2137,498,0,11,0,11,39,45,0,11,39,45,1980,367,390,201,105,101,0,11,0,11,0,11,1315,390,170,101,135,96,35,34
1400000US36081004300,36081004300,"Census Tract 43, Queens County, New York",2671,293,1277,294,99,93,815,252,0,11,172,136,0,11,96,124,95,103,31,48,64,87,1394,343,612,250,23,37,0,11,0,11,0,11,576,299,183,177,64,61,119,183
1400000US36081004401,36081004401,"Census Tract 44.01, Queens County, New York",4130,346,3055,366,400,139,222,143,0,11,2202,399,0,11,121,87,110,103,0,11,110,103,1075,284,445,200,14,15,27,35,0,11,0,11,498,196,91,107,9,16,82,108
1400000US36081004500,36081004500,"Census Tract 45, Queens County, New York",3639,358,2952,390,1840,329,124,79,0,11,871,345,0,11,0,11,117,70,0,11,117,70,687,281,504,260,13,21,0,11,0,11,0,11,170,148,0,11,0,11,0,11
1400000US36081004700,36081004700,"Census Tract 47, Queens County, New York",4037,456,2436,306,967,205,910,298,0,11,429,204,0,11,0,11,130,121,0,11,130,121,1601,437,826,382,147,140,30,42,113,185,0,11,461,232,24,24,0,11,24,24
1400000US36081005000,36081005000,"Census Tract 50, Queens County, New York",55,35,14,18,14,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,41,30,27,35,0,11,0,11,0,11,0,11,14,18,0,11,0,11,0,11
1400000US36081005100,36081005100,"Census Tract 51, Queens County, New York",2056,238,1779,236,422,101,14,12,11,18,1325,264,0,11,0,11,7,10,0,11,7,10,277,108,111,53,0,11,11,17,10,12,0,11,145,94,0,11,0,11,0,11
1400000US36081005200,36081005200,"Census Tract 52, Queens County, New York",2701,312,1834,295,431,169,188,130,0,11,1090,274,0,11,40,39,85,83,42,65,43,47,867,255,250,141,12,17,0,11,0,11,0,11,563,211,42,39,12,20,30,32
1400000US36081005300,36081005300,"Census Tract 53, Queens County, New York",4926,542,3446,477,2058,431,82,66,0,11,839,332,0,11,182,138,285,200,99,81,186,227,1480,372,384,227,27,45,0,11,0,11,0,11,811,383,258,232,109,159,149,156
1400000US36081005400,36081005400,"Census Tract 54, Queens County, New York",5710,428,3515,502,1111,340,412,174,0,16,1457,443,0,16,245,171,290,197,58,49,232,187,2195,454,959,302,36,57,0,16,26,30,0,16,1017,395,157,142,40,61,117,129
1400000US36081005500,36081005500,"Census Tract 55, Queens County, New York",886,149,531,146,239,73,12,13,8,12,228,141,0,11,33,44,11,20,0,11,11,20,355,107,202,70,35,35,0,11,0,11,0,11,118,89,0,11,0,11,0,11
1400000US36081005700,36081005700,"Census Tract 57, Queens County, New York",4262,415,2851,341,1524,248,131,85,0,11,1091,303,0,11,12,18,93,78,8,13,85,76,1411,357,569,206,76,90,9,15,0,11,0,11,675,281,82,92,53,79,29,47
1400000US36081005800,36081005800,"Census Tract 58, Queens County, New York",6202,541,3368,386,1809,345,375,201,0,16,919,364,0,16,95,98,170,120,0,16,170,120,2834,569,1086,435,121,177,0,16,9,15,0,16,1513,505,105,100,105,100,0,16
1400000US36081005900,36081005900,"Census Tract 59, Queens County, New York",4260,496,3063,336,2441,336,58,37,0,11,406,163,0,11,74,96,84,56,12,19,72,54,1197,439,608,177,0,11,0,11,0,11,0,11,510,418,79,62,50,53,29,33
1400000US36081006100,36081006100,"Census Tract 61, Queens County, New York",5750,536,4516,450,3006,382,95,101,0,16,1255,419,0,16,14,21,146,107,0,16,146,107,1234,479,883,406,106,139,0,16,0,16,0,16,196,149,49,76,0,16,49,76
1400000US36081006201,36081006201,"Census Tract 62.01, Queens County, New York",6559,752,4235,528,3738,543,110,103,0,16,256,194,0,16,13,20,118,125,82,120,36,35,2324,575,1100,370,0,16,0,16,0,16,0,16,870,451,354,284,306,279,48,73
1400000US36081006202,36081006202,"Census Tract 62.02, Queens County, New York",7014,705,4445,803,3370,728,458,463,0,16,461,311,0,16,144,230,12,28,0,16,12,28,2569,764,1020,486,54,66,0,16,37,59,0,16,1002,638,456,321,312,282,144,124
1400000US36081006300,36081006300,"Census Tract 63, Queens County, New York",5340,462,4048,498,3006,470,47,52,0,16,846,249,0,16,0,16,149,122,0,16,149,122,1292,352,834,384,27,31,26,43,34,54,0,16,272,195,99,134,99,134,0,16
1400000US36081006501,36081006501,"Census Tract 65.01, Queens County, New York",3472,322,2878,309,2256,315,64,66,0,11,470,192,0,11,5,10,83,57,0,11,83,57,594,219,356,170,23,23,0,11,0,11,0,11,202,152,13,19,13,19,0,11
1400000US36081006502,36081006502,"Census Tract 65.02, Queens County, New York",3764,430,2828,364,1841,248,114,151,0,11,691,271,0,11,9,14,173,136,9,13,164,135,936,318,408,145,11,17,0,11,0,11,0,11,494,289,23,26,0,11,23,26
1400000US36081006900,36081006900,"Census Tract 69, Queens County, New York",4380,559,2936,377,1856,309,136,74,0,11,924,318,0,11,0,11,20,26,3,6,17,26,1444,519,574,202,31,29,0,11,6,13,0,11,717,464,116,108,0,11,116,108
1400000US36081007100,36081007100,"Census Tract 71, Queens County, New York",3539,340,2892,292,1923,232,60,38,0,11,809,249,0,11,24,20,76,42,0,11,76,42,647,202,359,143,10,14,0,11,11,17,0,11,202,150,65,51,55,49,10,15
1400000US36081007300,36081007300,"Census Tract 73, Queens County, New York",4330,650,3440,710,2063,435,72,56,25,40,1199,666,0,11,12,20,69,78,0,11,69,78,890,272,515,277,15,24,0,11,0,11,0,11,360,93,0,11,0,11,0,11
1400000US36081007500,36081007500,"Census Tract 75, Queens County, New York",4252,669,3320,668,2244,633,30,36,0,11,886,297,0,11,96,116,64,72,0,11,64,72,932,352,625,361,0,11,0,11,0,11,0,11,307,151,0,11,0,11,0,11
1400000US36081007700,36081007700,"Census Tract 77, Queens County, New York",1828,219,1370,218,834,119,8,8,19,29,461,177,0,11,11,12,37,37,0,11,37,37,458,184,139,109,0,11,0,11,0,11,0,11,298,193,21,19,9,14,12,13
1400000US36081007900,36081007900,"Census Tract 79, Queens County, New York",3376,397,2092,377,1117,246,119,176,0,11,741,274,0,11,95,149,20,31,0,11,20,31,1284,366,392,174,20,31,0,11,0,11,0,11,846,352,26,29,26,29,0,11
1400000US36081008100,36081008100,"Census Tract 81, Queens County, New York",1418,212,743,127,417,84,32,23,0,11,197,94,25,38,7,10,65,54,9,14,56,52,675,239,320,181,6,8,0,11,0,11,0,11,349,179,0,11,0,11,0,11
1400000US36081008300,36081008300,"Census Tract 83, Queens County, New York",2935,451,1908,420,894,169,220,155,0,11,721,355,0,11,0,11,73,57,0,11,73,57,1027,316,449,202,52,47,0,11,0,11,22,25,478,263,26,20,10,17,16,20
1400000US36081008500,36081008500,"Census Tract 85, Queens County, New York",1090,286,743,204,375,167,84,112,0,11,208,98,0,11,53,58,23,22,0,11,23,22,347,172,152,111,16,23,0,11,0,11,0,11,130,97,49,52,0,11,49,52
1400000US36081008600,36081008600,"Census Tract 86, Queens County, New York",2920,346,1593,250,813,237,21,26,0,11,668,183,7,11,5,8,79,59,42,45,37,26,1327,265,445,137,6,10,23,33,20,29,0,11,777,259,56,47,56,47,0,11
1400000US36081008700,36081008700,"Census Tract 87, Queens County, New York",5089,662,2885,592,342,119,2413,586,0,16,93,78,0,16,0,16,37,45,0,16,37,45,2204,509,999,401,148,110,0,16,0,16,0,16,915,436,142,102,109,97,33,39
1400000US36081008800,36081008800,"Census Tract 88, Queens County, New York",3772,442,1964,284,1436,240,216,190,0,11,265,211,0,11,0,11,47,60,0,11,47,60,1808,431,1268,418,122,160,0,11,25,19,0,11,329,136,64,59,53,58,11,16
1400000US36081009100,36081009100,"Census Tract 91, Queens County, New York",2657,263,1971,211,1484,299,93,77,0,11,368,227,0,11,0,11,26,31,0,11,26,31,686,213,518,218,8,14,0,11,0,11,0,11,160,84,0,11,0,11,0,11
1400000US36081009400,36081009400,"Census Tract 94, Queens County, New York",2717,360,2035,361,189,130,216,122,0,11,1480,363,0,11,39,35,111,62,21,21,90,62,682,227,222,146,47,50,0,11,0,11,0,11,314,159,99,102,99,102,0,11
1400000US36081009500,36081009500,"Census Tract 95, Queens County, New York",2521,218,2218,218,1667,222,115,95,0,11,385,146,0,11,0,11,51,38,4,7,47,36,303,169,266,167,0,11,0,11,0,11,0,11,19,23,18,21,12,18,6,9
1400000US36081009600,36081009600,"Census Tract 96, Queens County, New York",4006,404,3102,440,230,131,375,136,11,18,1287,352,0,11,972,411,227,127,63,72,164,108,904,369,519,305,75,91,0,11,0,11,0,11,279,254,31,26,14,20,17,17
1400000US36081009700,36081009700,"Census Tract 97, Queens County, New York",3561,342,3174,329,2415,301,60,49,0,11,608,249,0,11,0,11,91,54,0,11,91,54,387,156,269,124,12,17,0,11,0,11,0,11,85,84,21,23,13,19,8,12
1400000US36081009800,36081009800,"Census Tract 98, Queens County, New York",2859,343,2269,366,32,30,424,182,0,11,796,209,0,11,942,398,75,51,11,17,64,56,590,251,238,184,0,11,0,11,0,11,0,11,299,183,53,48,20,26,33,38
1400000US36081009900,36081009900,"Census Tract 99, Queens County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081010000,36081010000,"Census Tract 100, Queens County, New York",4485,517,3253,458,115,101,1077,406,0,11,1215,383,0,11,489,276,357,234,250,196,107,106,1232,512,487,186,0,11,22,36,25,41,0,11,665,447,33,51,33,51,0,11
1400000US36081010100,36081010100,"Census Tract 101, Queens County, New York",2490,289,2163,283,1767,281,11,19,0,11,289,141,0,11,0,11,96,83,0,11,96,83,327,142,204,107,0,11,23,36,0,11,0,11,100,87,0,11,0,11,0,11
1400000US36081010200,36081010200,"Census Tract 102, Queens County, New York",3085,386,2039,345,237,130,441,185,0,11,954,281,0,11,183,108,224,107,109,74,115,82,1046,416,249,111,0,11,0,11,7,10,0,11,770,419,20,21,0,11,20,21
1400000US36081010300,36081010300,"Census Tract 103, Queens County, New York",3837,457,2959,431,2228,409,152,119,0,11,548,247,0,11,0,11,31,32,16,26,15,17,878,325,684,317,8,13,0,11,0,11,0,11,165,141,21,33,12,19,9,15
1400000US36081010400,36081010400,"Census Tract 104, Queens County, New York",3556,325,3105,330,248,116,932,301,0,11,636,242,0,11,984,275,305,153,163,107,142,87,451,250,170,95,0,11,0,11,33,49,0,11,185,183,63,80,6,19,57,76
1400000US36081010500,36081010500,"Census Tract 105, Queens County, New York",4091,408,2770,286,1915,262,151,81,0,11,622,177,0,11,0,11,82,81,0,11,82,81,1321,396,683,227,15,18,0,11,0,11,0,11,623,359,0,11,0,11,0,11
1400000US36081010600,36081010600,"Census Tract 106, Queens County, New York",4161,451,3568,522,117,72,612,295,39,57,1198,318,0,11,1325,460,277,206,268,206,9,10,593,270,304,198,8,11,0,11,57,90,0,11,176,151,48,41,42,35,6,9
1400000US36081010701,36081010701,"Census Tract 107.01, Queens County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081010800,36081010800,"Census Tract 108, Queens County, New York",3536,359,2680,370,131,80,285,164,0,11,1226,322,0,11,816,322,222,130,151,118,71,66,856,366,105,68,30,38,0,11,0,11,0,11,673,327,48,83,48,83,0,11
1400000US36081011000,36081011000,"Census Tract 110, Queens County, New York",3426,462,2552,411,337,194,319,146,160,195,1003,258,0,11,499,190,234,174,185,157,49,50,874,323,283,206,0,11,0,11,47,78,0,11,544,243,0,11,0,11,0,11
1400000US36081011100,36081011100,"Census Tract 111, Queens County, New York",3419,333,2669,323,1811,243,115,121,0,11,650,287,0,11,19,23,74,65,18,26,56,59,750,247,565,187,8,14,0,11,57,93,0,11,90,83,30,38,30,38,0,11
1400000US36081011200,36081011200,"Census Tract 112, Queens County, New York",2321,287,1690,229,446,162,108,76,0,11,937,241,0,11,52,56,147,129,87,120,60,48,631,196,128,123,6,8,0,11,0,11,0,11,402,206,95,104,95,104,0,11
1400000US36081011300,36081011300,"Census Tract 113, Queens County, New York",4554,333,3203,326,2233,311,57,46,0,11,874,289,0,11,11,17,28,30,0,11,28,30,1351,257,1063,202,0,11,0,11,23,37,0,11,265,159,0,11,0,11,0,11
1400000US36081011400,36081011400,"Census Tract 114, Queens County, New York",1277,196,619,192,141,82,184,150,0,11,290,154,0,11,4,6,0,11,0,11,0,11,658,222,407,190,0,11,0,11,0,11,0,11,216,149,35,32,35,32,0,11
1400000US36081011500,36081011500,"Census Tract 115, Queens County, New York",2252,315,1836,273,1383,254,11,16,10,16,302,127,0,11,10,16,120,70,0,11,120,70,416,191,96,52,30,50,0,11,0,11,0,11,182,139,108,94,91,100,17,26
1400000US36081011600,36081011600,"Census Tract 116, Queens County, New York",2226,237,1543,232,290,104,164,101,0,11,875,213,0,11,110,99,104,76,41,48,63,43,683,196,155,104,34,48,0,11,0,11,0,11,450,171,44,31,44,31,0,11
1400000US36081011700,36081011700,"Census Tract 117, Queens County, New York",3866,481,3098,304,2499,358,64,54,0,11,472,202,0,11,0,11,63,66,9,30,54,57,768,409,578,318,10,16,0,11,0,11,0,11,180,249,0,11,0,11,0,11
1400000US36081011800,36081011800,"Census Tract 118, Queens County, New York",2644,303,1816,325,129,100,203,133,0,11,1041,269,0,11,340,186,103,111,67,98,36,51,828,264,297,188,9,14,35,45,0,11,0,11,451,225,36,45,27,44,9,13
1400000US36081011900,36081011900,"Census Tract 119, Queens County, New York",1565,178,1132,174,927,157,10,14,8,14,128,70,0,11,10,10,49,38,5,8,44,37,433,140,177,73,0,11,8,13,0,11,0,11,195,113,53,52,23,26,30,33
1400000US36081012000,36081012000,"Census Tract 120, Queens County, New York",2456,325,1990,291,117,64,85,84,0,11,1516,309,0,11,210,106,62,54,40,50,22,19,466,201,181,110,19,29,0,11,0,11,0,11,266,166,0,11,0,11,0,11
1400000US36081012100,36081012100,"Census Tract 121, Queens County, New York",2241,245,1872,250,1545,237,62,45,18,31,212,132,0,11,5,7,30,33,0,11,30,33,369,113,204,73,14,16,0,11,0,11,0,11,143,93,8,11,2,4,6,9
1400000US36081012200,36081012200,"Census Tract 122, Queens County, New York",3293,399,2123,355,227,106,138,89,15,22,1410,332,0,11,129,168,204,114,123,108,81,82,1170,384,717,307,14,19,0,11,0,11,0,11,360,271,79,73,37,53,42,48
1400000US36081012301,36081012301,"Census Tract 123.01, Queens County, New York",2812,365,2222,317,1869,266,88,87,63,100,194,111,0,11,0,11,8,13,0,11,8,13,590,268,307,196,8,12,0,11,0,11,0,11,256,183,19,31,19,31,0,11
1400000US36081012400,36081012400,"Census Tract 124, Queens County, New York",3096,319,1584,297,227,118,383,197,0,11,735,225,0,11,66,63,173,119,80,74,93,82,1512,333,617,234,0,11,0,11,0,11,0,11,765,248,130,103,130,103,0,11
1400000US36081012500,36081012500,"Census Tract 125, Queens County, New York",1883,173,1467,156,1184,166,28,25,0,11,193,87,0,11,0,11,62,69,0,11,62,69,416,148,281,124,5,8,0,11,0,11,0,11,130,100,0,11,0,11,0,11
1400000US36081012601,36081012601,"Census Tract 126.01, Queens County, New York",2889,349,1160,265,206,98,290,118,29,42,430,233,0,11,129,94,76,81,0,11,76,81,1729,367,898,322,5,8,17,24,0,11,0,11,774,323,35,56,35,56,0,11
1400000US36081012602,36081012602,"Census Tract 126.02, Queens County, New York",2736,296,1311,215,317,112,32,25,0,11,903,254,0,11,30,42,29,19,17,17,12,19,1425,286,501,239,39,36,33,48,0,11,0,11,825,220,27,20,19,22,8,13
1400000US36081012800,36081012800,"Census Tract 128, Queens County, New York",2357,303,1243,292,805,262,76,63,0,11,337,200,0,11,5,7,20,25,0,11,20,25,1114,311,711,253,6,9,0,11,0,11,0,11,313,189,84,69,54,62,30,46
1400000US36081013000,36081013000,"Census Tract 130, Queens County, New York",1598,158,1197,211,537,117,146,127,0,11,409,193,0,11,68,79,37,33,0,11,37,33,401,162,168,107,0,11,0,11,0,11,0,11,233,139,0,11,0,11,0,11
1400000US36081013200,36081013200,"Census Tract 132, Queens County, New York",2456,478,1550,349,1010,377,154,130,18,51,308,156,0,11,22,26,38,48,38,48,0,11,906,413,725,427,25,35,0,11,0,11,0,11,133,116,23,23,23,23,0,11
1400000US36081013400,36081013400,"Census Tract 134, Queens County, New York",5719,569,4577,637,2689,454,440,229,0,16,1270,594,0,16,0,16,178,144,30,48,148,142,1142,520,422,257,16,25,14,22,0,16,0,16,690,456,0,16,0,16,0,16
1400000US36081013500,36081013500,"Census Tract 135, Queens County, New York",1607,210,1452,210,1375,209,0,11,0,11,58,49,0,11,6,9,13,19,0,11,13,19,155,78,102,60,0,11,0,11,0,11,0,11,39,41,14,16,14,16,0,11
1400000US36081013600,36081013600,"Census Tract 136, Queens County, New York",1981,253,1460,173,1204,183,100,48,0,11,127,61,0,11,0,11,29,31,4,8,25,30,521,271,437,272,12,17,0,11,0,11,0,11,36,33,36,27,12,13,24,23
1400000US36081013700,36081013700,"Census Tract 137, Queens County, New York",1609,179,1350,176,1193,177,18,27,0,11,118,92,0,11,0,11,21,18,0,11,21,18,259,95,149,72,12,12,0,11,0,11,0,11,86,49,12,14,5,7,7,11
1400000US36081013800,36081013800,"Census Tract 138, Queens County, New York",3740,419,2638,328,1218,201,130,87,50,70,1177,366,0,11,0,11,63,66,0,11,63,66,1102,378,392,105,0,11,0,11,0,11,0,11,670,380,40,48,40,48,0,11
1400000US36081014000,36081014000,"Census Tract 140, Queens County, New York",3926,637,2852,439,1820,423,251,177,0,11,676,268,0,11,20,30,85,85,0,11,85,85,1074,512,576,308,25,30,0,11,0,11,0,11,473,447,0,11,0,11,0,11
1400000US36081014100,36081014100,"Census Tract 141, Queens County, New York",1822,236,1129,188,794,146,52,47,0,11,257,114,0,11,0,11,26,19,0,11,26,19,693,226,365,146,49,77,0,11,0,11,0,11,279,212,0,11,0,11,0,11
